poet,title,dynasty,year_start,year_end,year_precision,period,historical_place,modern_city,province,lon,lat,source_name,source_url,source_note,fact_grade,status
陆游,病起书怀,宋,1176,1176,exact,2,成都,成都市,四川省,104.069363,30.680959,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：《病起书怀二首·其一》（病骨支离纱帽宽）系1176年四月，成都；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_d02a847e3a85.aspx）：1176年（淳熙三年）四月免官病起、移居成都城西南浣花村后作。两源一致。2026-07-26在线核实。,B,candidate
陆游,关山月,宋,1177,1177,exact,2,成都,成都市,四川省,104.069363,30.680959,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：《关山月》系1177年一月，免官后居成都时作；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_12cc76ba7474.aspx）：1177年（淳熙四年）距隆兴和议下诏已十五年，感伤时事而作。与已审核verified_poem_contexts之1177年记录一致。2026-07-26在线核实。,B,superseded_by_verified
陆游,十一月四日风雨大作·其二,宋,1192,1192,exact,4,山阴,绍兴市,浙江省,120.588427,29.9952,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：1192年十一月四日作二首，其二即僵卧孤村不自哀篇，山阴；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_beab5faf1894.aspx）：1192年十一月四日、1189年罢官后闲居山阴农村时作。已审核verified_poem_contexts收组诗标题十一月四日风雨大作二首系1192年，与本行一致（本行标题按语料单篇原样，与审核条目非同名故不标superseded）。2026-07-26在线核实。,B,candidate
陆游,剑门道中遇微雨,宋,1172,1172,exact,2,剑门,广元市剑阁县,四川省,105.531838,32.294266,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：《剑门道中遇微雨》系1172年十一月，剑阁（剑门）；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_bf183dbd63bc.aspx）：1172年冬由南郑前线调回成都、途经剑门关时作。与已审核verified_poem_contexts之1172年记录一致。2026-07-26在线核实。,B,superseded_by_verified
陆游,秋夜将晓出篱门迎凉有感二首,宋,1192,1192,exact,4,山阴,绍兴市,浙江省,120.588427,29.9952,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：《秋夜将晓出篱门迎凉有感》二首系1192年七月（迢迢天汉西南落、三万里河东入海），山阴；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_dab95da71436.aspx）：1192年（绍熙三年）秋、罢归山阴故里四年时作。两源一致（cnkgraph系七月、古诗文网称秋天，取1192年不冲突）。2026-07-26在线核实。,B,candidate
陆游,沈园二首·其二,宋,1199,1199,exact,4,山阴沈园,绍兴市,浙江省,120.5902,30.0044,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：1199年三月赋《沈园》二绝，其二即梦断香消四十年篇，山阴；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_f32e3a94a000.aspx）引《齐东野语》定于庆元五年己未（1199）、陆游七十五岁。两源一致；坐标取已审核poet_journeys沈园节点。2026-07-26在线核实。,B,candidate
陆游,秋夜将晓出篱门迎凉有感二首·其二,宋,1192,1192,exact,4,山阴,绍兴市,浙江省,120.588427,29.9952,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：1192年七月作二首，其二即三万里河东入海篇，山阴；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_dbabcfab1a1b.aspx）：1192年（绍熙三年）秋于山阴作。两源一致。2026-07-26在线核实。,B,candidate
陆游,金错刀行,宋,1173,1173,exact,2,嘉州,乐山市,四川省,103.767758,29.561307,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：《金错刀行》系1173年十月，标记于龙游（嘉州治所，今乐山市市中区）；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_e86ad372580b.aspx）：乾道九年（1173）奉调摄知嘉州、据南郑经历感受而作。与已审核verified_poem_contexts之1173年嘉州记录一致。2026-07-26在线核实。,B,superseded_by_verified
陆游,梅花绝句二首·其一,宋,1202,1202,exact,4,山阴,绍兴市,浙江省,120.588427,29.9952,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：语料此篇（闻道梅花坼晓风）在cnkgraph收作《梅花绝句六首·其三》，系1202年一月，山阴乡居（编次与语料二首·其一不同、正文相同）；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_53b46be5f768.aspx）：嘉泰二年（1202）一月退居山阴时作、时年七十八。两源一致。2026-07-26在线核实。,B,candidate
陆游,十二月二日夜梦游沈氏园亭·其二,宋,1205,1205,exact,4,山阴,绍兴市,浙江省,120.588427,29.9952,cnkgraph开放API年谱+古诗文网创作背景,https://open.cnkgraph.com/api/Biography?Author=%E9%99%86%E6%B8%B8,cnkgraph开放API年谱：1205年十二月二日夜梦游沈氏园亭有诗二首，其二即城南小陌又逢春篇，时乡居山阴；古诗文网创作背景（https://www.gushiwen.cn/shiwenv_cec12fbaa922.aspx）：开禧元年（1205）冬十二月二日、八十一岁梦醒追忆而作。两源一致；写作地为山阴（梦中至沈园），坐标取山阴。2026-07-26在线核实。,B,candidate
