poet,title,dynasty,year_start,year_end,year_precision,period,historical_place,modern_city,province,lon,lat,source_name,source_url,source_note,fact_grade,status
杜甫,赠花卿,唐,761,761,approximate,4,成都,成都市,四川省,104.071216,30.576279,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_a6286328b778.aspx,cnkgraph开放API（https://open.cnkgraph.com/api/Writing/30515）系761年、MapInfo标注成都；古诗文网创作背景：此诗约作于761年（上元二年），讽花敬定僭用天子音乐——因古诗文网作'约'，标approximate。两源同指761年。2026-07-26在线核实。,B,candidate
杜甫,江畔独步寻花·其六,唐,761,762,disputed,4,成都浣花溪畔,成都市,四川省,104.071216,30.576279,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_7ef63cf7f13c.aspx,两说：cnkgraph开放API（https://open.cnkgraph.com/api/Writing/30425，题作《江畔独步寻花七绝句 其六》）系761年；古诗文网创作背景：作于定居草堂后，761年（上元二年）或762年（宝应元年）春。取区间761-762并标disputed。2026-07-26在线核实。,B,candidate
杜甫,闻官军收河南河北,唐,763,763,exact,4,梓州,绵阳市三台县,四川省,105.101082,31.101709,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_519029b7355c.aspx,cnkgraph开放API（https://open.cnkgraph.com/api/Writing/31013）系763年、年谱：763年在梓州闻收复河南河北；古诗文网创作背景：作于763年（广德元年）春，时杜甫52岁在梓州。与已审核记录年份763一致（已审核记录见data/reviewed/verified_poem_contexts.csv）。2026-07-26在线核实。,B,superseded_by_verified
杜甫,绝句,唐,764,764,exact,4,成都浣花草堂,成都市,四川省,104.071216,30.576279,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_549473b5211c.aspx,语料题《绝句》即'两个黄鹂鸣翠柳'一首，cnkgraph题作《绝句四首 其三》（https://open.cnkgraph.com/api/Writing/30475）系764年（正文已逐字核对）；古诗文网创作背景：安史之乱平后764年（广德二年）春杜甫回到成都草堂时作。两源一致。注意与cnkgraph另一首《绝句》（Writing/30461，'江边踏青罢'，762年）非同一首。2026-07-26在线核实。,B,candidate
杜甫,绝句二首,唐,764,764,exact,4,成都浣花草堂,成都市,四川省,104.071216,30.576279,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_03b34d6fdc1b.aspx,语料一条含其一'迟日江山丽'与其二'江碧鸟逾白'两首；cnkgraph《绝句二首 其一/其二》（https://open.cnkgraph.com/api/Writing/30465、https://open.cnkgraph.com/api/Writing/30466）均系764年；古诗文网创作背景：作于764年（广德二年）暮春，时杜甫在成都草堂。两源一致。2026-07-26在线核实。,B,candidate
杜甫,旅夜书怀,唐,765,765,exact,4,渝州至云安途中（忠州江上）,重庆市忠县,重庆市,108.044205,30.306133,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_30bf1f03b349.aspx,cnkgraph开放API（https://open.cnkgraph.com/api/Writing/31038）系765年、MapInfo标注忠县；古诗文网创作背景：永泰元年（765）正月辞幕返草堂、四月严武死后失所依，五月携家离成都乘舟东下，经渝州、忠州一带途中作。两源一致。2026-07-26在线核实。,B,candidate
杜甫,秋兴八首·其一,唐,766,766,exact,5,夔州,重庆市奉节县,重庆市,109.470533,31.024561,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_3fd388b378db.aspx,cnkgraph开放API（https://open.cnkgraph.com/api/Writing/30950）系766年、MapInfo标注奉节县与巫山巫峡；古诗文网创作背景：《秋兴八首》为唐大历元年（766）秋杜甫在夔州时所作组诗。两源一致。2026-07-26在线核实。,B,candidate
杜甫,登高,唐,767,767,exact,5,夔州白帝城外高台,重庆市奉节县,重庆市,109.470533,31.024561,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_eeb217f8cb2d.aspx,cnkgraph开放API（https://open.cnkgraph.com/api/Writing/31190）标767年九月九日；古诗文网创作背景：作于767年（大历二年）秋，杜甫时在夔州，独登白帝城外高台。与已审核记录年份767一致（已审核记录见data/reviewed/verified_poem_contexts.csv）。2026-07-26在线核实。,B,superseded_by_verified
杜甫,登岳阳楼,唐,768,768,exact,5,岳阳楼,岳阳市,湖南省,113.135679,29.363262,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_c05fb9a17f71.aspx,cnkgraph开放API（https://open.cnkgraph.com/api/Writing/31189）系768年、年谱：768年岁暮舟近岳阳；古诗文网创作背景：大历三年（768）杜甫离夔州沿江由江陵、公安一路漂泊至岳阳登楼。与已审核记录年份768一致（已审核记录见data/reviewed/verified_poem_contexts.csv）。2026-07-26在线核实。,B,superseded_by_verified
杜甫,江南逢李龟年,唐,770,770,approximate,5,潭州（长沙）,长沙市,湖南省,113.087489,28.251769,cnkgraph开放API+古诗文网创作背景,https://www.gushiwen.cn/shiwenv_514b8bc0ee4f.aspx,cnkgraph开放API（https://open.cnkgraph.com/api/Writing/30419）系770年、MapInfo标注长沙县；古诗文网创作背景：此诗大概作于770年（大历五年）杜甫在长沙的时候——因古诗文网作'大概'，标approximate。两源同指770年。2026-07-26在线核实。,B,candidate
