candidate_id,poet,title,dynasty,claim_type,value_json,evidence_excerpt,source_key,source_name,source_url,citation,source_locator,source_grade,access_level,license_note,match_score,confidence,extraction_method,model_id,prompt_version,status,reviewer,review_note,reviewed_at
f2809800440c128073e0798397e217ae09b7da9a6bd447c07bcd22499e407cb1,杜甫,春望,唐,composition_date,"{""precision"":""year"",""year_end"":757,""year_start"":757}",API年谱条目标注757年春陷于长安时感时而作。,legacy:8891a14ca9224096de46,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30932,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30932,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
73ce98d37db72a136f2fee2286b5c3330c5fa25e3003714e2db12bec9993d1f8,杜甫,春望,唐,composition_place,"{""historical_place"":""长安"",""lat"":34.347436,""lon"":108.946306,""modern_place"":""西安市"",""province"":""陕西省""}",API年谱条目标注757年春陷于长安时感时而作。,legacy:8891a14ca9224096de46,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30932,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30932,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
60524f57b75ae974299590a8ad4b3e1349591987c05b6025f50ebd566a01dc87,杜甫,石壕吏,唐,composition_date,"{""precision"":""year"",""year_end"":759,""year_start"":759}",API年谱条目标注759年春自洛阳返华州途中经石壕作诗。,legacy:950a8ac6216ef10c9335,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31491,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31491,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
ab176292abaa52eb782810fa9e7ca9d0c78d4abae6eba111449d29d0860ef81a,杜甫,石壕吏,唐,composition_place,"{""historical_place"":""陕州石壕镇"",""lat"":34.72676,""lon"":111.109829,""modern_place"":""三门峡市"",""province"":""河南省""}",API年谱条目标注759年春自洛阳返华州途中经石壕作诗。,legacy:950a8ac6216ef10c9335,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31491,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31491,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
cc9ed5535f60260139f4d6cba69a3b82108b4af3eb57fd58db08ceb7c1b330fc,杜甫,蜀相,唐,composition_date,"{""precision"":""year"",""year_end"":760,""year_start"":760}",API年谱条目标注760年定居成都草堂后游武侯祠作诗。,legacy:799a1517d45c095ec15b,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31205,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31205,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
f5a932b8ad7a43bd8c3cdd35a7be019678d9d27940135c302b3e2552955b7c87,杜甫,蜀相,唐,composition_place,"{""historical_place"":""成都武侯祠"",""lat"":30.576279,""lon"":104.071216,""modern_place"":""成都市"",""province"":""四川省""}",API年谱条目标注760年定居成都草堂后游武侯祠作诗。,legacy:799a1517d45c095ec15b,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31205,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31205,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
995846af1552334c42cc714901765aa79382f268efd730c8183165dc11ca4a85,杜甫,茅屋为秋风所破歌,唐,composition_date,"{""precision"":""year"",""year_end"":761,""year_start"":761}",API年谱条目标注761年成都草堂遭秋风破屋后作诗。,legacy:bc50842ea5ac1feda068,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31620,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31620,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
e7e60b7733d4c160527234bbccb8aa5f1d41308baa0f8658aeb5d4439b22a488,杜甫,茅屋为秋风所破歌,唐,composition_place,"{""historical_place"":""成都浣花草堂"",""lat"":30.576279,""lon"":104.071216,""modern_place"":""成都市"",""province"":""四川省""}",API年谱条目标注761年成都草堂遭秋风破屋后作诗。,legacy:bc50842ea5ac1feda068,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31620,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31620,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
8bcbf70f6704735cc01d9f7ac9e2ebbf1018b034538dd46b1b1d82764dcd3133,杜甫,春夜喜雨,唐,composition_date,"{""precision"":""range"",""year_end"":762,""year_start"":761}",API主系761年并注明另有762年编年意见，因此使用区间并降为B级。,legacy:a4c5e3931149b06c3ee7,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30930,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30930,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
69e651c80b03dc4a1ec43ca4cf75842d64c5a7b458846b5dcbda945b9543306b,杜甫,春夜喜雨,唐,composition_place,"{""historical_place"":""成都浣花草堂"",""lat"":30.576279,""lon"":104.071216,""modern_place"":""成都市"",""province"":""四川省""}",API主系761年并注明另有762年编年意见，因此使用区间并降为B级。,legacy:a4c5e3931149b06c3ee7,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30930,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30930,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
093182065c376639e351ffdaeb7e7c17e25f35cc134e0c3938e1c53f30a3ff69,杜甫,客至,唐,composition_date,"{""precision"":""range"",""year_end"":764,""year_start"":761}",API作品年代标为761至764年并说明草堂既成后有客来访，保留区间。,legacy:805435fe5a8a300391c6,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30896,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30896,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
e4344a74f0aaba2b724a3259f1dc1453f912232c8e8af82db3f6df508fce10e4,杜甫,客至,唐,composition_place,"{""historical_place"":""成都浣花草堂"",""lat"":30.576279,""lon"":104.071216,""modern_place"":""成都市"",""province"":""四川省""}",API作品年代标为761至764年并说明草堂既成后有客来访，保留区间。,legacy:805435fe5a8a300391c6,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30896,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/30896,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
d46c2b960daa212d5c2f877c9ec641236a9c428e98ad13987b3d16cd8f7c2636,杜甫,闻官军收河南河北,唐,composition_date,"{""precision"":""year"",""year_end"":763,""year_start"":763}",API年谱条目标注763年在梓州闻收复河南河北而作。,legacy:9c2e760becfbbe63c956,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31013,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31013,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
b7a324a0d2d4056974b1c1a4bdfaab841c368683809a0f90028599e68e0616fc,杜甫,闻官军收河南河北,唐,composition_place,"{""historical_place"":""梓州"",""lat"":31.101709,""lon"":105.101082,""modern_place"":""绵阳市三台县"",""province"":""四川省""}",API年谱条目标注763年在梓州闻收复河南河北而作。,legacy:9c2e760becfbbe63c956,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31013,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31013,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
068574a96b82c179dc0454208af5c0dcc85f6ed36383a315fcd74c637618047c,杜甫,登高,唐,composition_date,"{""precision"":""year"",""year_end"":767,""year_start"":767}",API年谱条目标注767年九月九日在夔州作《登高》。,legacy:29e707dc60c7cf6c67c6,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31190,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31190,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
a2988501f2cec2d00183e5bcecb11ed78fd03601e24e301f21c2cc263eb5f2ad,杜甫,登高,唐,composition_place,"{""historical_place"":""夔州"",""lat"":31.024561,""lon"":109.470533,""modern_place"":""重庆市奉节县"",""province"":""重庆市""}",API年谱条目标注767年九月九日在夔州作《登高》。,legacy:29e707dc60c7cf6c67c6,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31190,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31190,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
82381f88f68196038d0ab52e7dd685ece3cdcbd9bdeb487fc849c6ad39737c6f,杜甫,登岳阳楼,唐,composition_date,"{""precision"":""year"",""year_end"":768,""year_start"":768}",API年谱条目标注768年登岳阳楼览洞庭而作。,legacy:a928c5bbbc1486003a1f,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31189,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31189,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
a9253cb07e9b78689667cf9bd4cf1d894285d7540321e4728f4c486bafd79359,杜甫,登岳阳楼,唐,composition_place,"{""historical_place"":""岳阳楼"",""lat"":29.363262,""lon"":113.135679,""modern_place"":""岳阳市"",""province"":""湖南省""}",API年谱条目标注768年登岳阳楼览洞庭而作。,legacy:a928c5bbbc1486003a1f,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31189,古籍文献知识图谱开放API（据人民文学出版社《杜甫全集校注》）,https://open.cnkgraph.com/api/Writing/31189,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
9f5d470997ceade68ff2a08ee98949d840c35eaa7968ea747570d037803e344b,白居易,长恨歌,唐,composition_date,"{""precision"":""year"",""year_end"":806,""year_start"":806}",API年谱条目标注806年十二月与陈鸿和王质夫游仙游寺后作诗。,legacy:338564e8d87f25cf37f7,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14415,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14415,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
2765d45227550faf1fc54b543ca3042d254d8a1578b12002ece4635d854bc88b,白居易,长恨歌,唐,composition_place,"{""historical_place"":""盩厔仙游寺"",""lat"":34.169587,""lon"":108.228551,""modern_place"":""西安市周至县"",""province"":""陕西省""}",API年谱条目标注806年十二月与陈鸿和王质夫游仙游寺后作诗。,legacy:338564e8d87f25cf37f7,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14415,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14415,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
74336349310b6d91c9101886ebf98b94ee0c00e32ae5292d2548a8a09539c527,白居易,观刈麦,唐,composition_date,"{""precision"":""year"",""year_end"":807,""year_start"":807}",API年谱条目标注807年任盩厔县尉期间观刈麦作诗。,legacy:9d07648cb34016cbf73d,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14587,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14587,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
f2a93a44f10bebddb43e74fd9e6d4fc3a323193274ee5161dc0f622d1f000fb1,白居易,观刈麦,唐,composition_place,"{""historical_place"":""盩厔"",""lat"":34.169587,""lon"":108.228551,""modern_place"":""西安市周至县"",""province"":""陕西省""}",API年谱条目标注807年任盩厔县尉期间观刈麦作诗。,legacy:9d07648cb34016cbf73d,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14587,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14587,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
463a11ba5d5a6ae296f107b520d5d29c7dd8f575bb5bec32f9a3b44ae964fb1b,白居易,琵琶行,唐,composition_date,"{""precision"":""year"",""year_end"":816,""year_start"":816}",API年谱条目标注816年秋在江州送客湓浦口后作《琵琶行》。,legacy:3129c1301a500a0bfc92,古籍文献知识图谱开放API（据朱金城《白居易年谱》及作品序）,https://open.cnkgraph.com/api/Writing/15104,古籍文献知识图谱开放API（据朱金城《白居易年谱》及作品序）,https://open.cnkgraph.com/api/Writing/15104,A,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.902,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
33628cb68e91a17e4973e0fb5f00c89d0dde6b6b13e55742eb7cd20082e35f03,白居易,琵琶行,唐,composition_place,"{""historical_place"":""江州湓浦口"",""lat"":29.711328,""lon"":116.007993,""modern_place"":""九江市"",""province"":""江西省""}",API年谱条目标注816年秋在江州送客湓浦口后作《琵琶行》。,legacy:3129c1301a500a0bfc92,古籍文献知识图谱开放API（据朱金城《白居易年谱》及作品序）,https://open.cnkgraph.com/api/Writing/15104,古籍文献知识图谱开放API（据朱金城《白居易年谱》及作品序）,https://open.cnkgraph.com/api/Writing/15104,A,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.902,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
ec8b7db69895e116b11f1bb6267041ea118e59d07266b1dbcdc30aaab3c2da02,白居易,夜雪,唐,composition_date,"{""precision"":""year"",""year_end"":816,""year_start"":816}",API年谱条目标注816年在江州赏夜雪而作。,legacy:0e73b329f5159c4acdcb,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14745,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14745,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
78811519f01ffd7b0e4f2bf5e4d9424a9cf9e701f233f4c58186557aa20fa50f,白居易,夜雪,唐,composition_place,"{""historical_place"":""江州"",""lat"":29.711328,""lon"":116.007993,""modern_place"":""九江市"",""province"":""江西省""}",API年谱条目标注816年在江州赏夜雪而作。,legacy:0e73b329f5159c4acdcb,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14745,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/14745,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
ce82047d4f5db89639439dbf0970f2be2d04122bcc7c48acd90ee55c0b738ce6,白居易,大林寺桃花,唐,composition_date,"{""precision"":""year"",""year_end"":817,""year_start"":817}",API年谱条目标注817年游庐山大林寺赏桃花作诗。,legacy:e9ad22db2dcf5a7523fc,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/12410,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/12410,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
7e9be9a2aba1bed5346af80b807a5fd96a53f790f1ac29ab77288e1c91cf09f2,白居易,大林寺桃花,唐,composition_place,"{""historical_place"":""庐山大林寺"",""lat"":29.349474,""lon"":115.718453,""modern_place"":""九江市"",""province"":""江西省""}",API年谱条目标注817年游庐山大林寺赏桃花作诗。,legacy:e9ad22db2dcf5a7523fc,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/12410,古籍文献知识图谱开放API（据朱金城《白居易年谱》）,https://open.cnkgraph.com/api/Writing/12410,B,public_web,历史审核记录迁移；仅保留短引与题录,0.95,0.807,legacy_review_migration_v1,,,approved,legacy_import,Migrated from verified_poem_contexts.csv,2026-07-14T02:12:34+00:00
